text,pro,anti,New_Pro,New_Anti
"A BIG THANKS to our amazing @HullHospitals Dept. of #Infection #nurses who have been work'g way above &amp; beyond from the 1st #UK #COVID19 cases we had, thro' screen'g 100s in Feb', becom'g a #hiflo #oxygen ward in March, etc, etc. You can look back in pride. #Covid #Covid19UK #NHS",0,0,0,0
"Covid restrictions will be eased over Christmas but UK health experts say this ""will cost many lives"" https://t.co/cQUQrCbUce",0,0,0,0
"McMurray Métis preserving culture, fighting food poverty with cultural centre's greenhouse - Fort McMurray Today https://t.co/LVYmHK2jPl",0,0,0,0
"NSW has reported 1 new case of locally transmitted #COVID19 in the 24 hours to 8pm last night.

4 cases in overseas travellers in hotel quarantine were also diagnosed, bringing the total number of cases in NSW to 4,149. https://t.co/qQ2xbrSF1C",0,0,0,0
"Team #NHSNightingale London

Speech and language therapists provide life-changing treatment, support &amp; care for people who have difficulties with communication, or with eating, drinking and swallowing.

Imperative after critical illness. Introducing our Lead Jackie 

#RehabLegend https://t.co/dpIhbzc4g0",0,0,0,0
"The first-ever Covid vaccine has been approved for use in the UK and immunisations could start next week.
@VManikavasagar explains in Tamil why vaccinations are important for fighting coronavirus. Do you have questions about vaccines? Let us know in the comments  💉 ⬇️ https://t.co/ie2pRAxShs",0,0,0,0
"Join NARI's Australia-wide #COVID19 social study, tracking people's wellbeing in real time throughout the pandemic.
More info and registration: https://t.co/BMGRx8osdl  
@CovidwellB https://t.co/pWfmIbFTuS",0,0,0,0
"As of 2 June 2020, 12pm, we have preliminarily confirmed an additional 544 cases of COVID-19 infection in Singapore. Read more: https://t.co/dQArthiUPG",0,0,0,0
"Asylum seekers and COVID-19 in Quebec
https://t.co/QOVXxeSMBs",0,0,0,0
In the #UK can you sing at the top of your #covid lungs? But not speak and be heard?  #SarahEverard https://t.co/UBP8XK2j7K,0,0,0,0
Fully vaccinated (not semi-immunised) shows a very different European picture. Why is the UK lagging behind? https://t.co/FqA4vUvgWm,0,0,0,0
"The number of excess deaths in the UK since the coronavirus outbreak began has passed 65,000, according to new official figures https://t.co/LEsfdoHh5h",0,0,0,0
"📊Monday's big chart on #COVID19 in Alberta 

Total Cases 8,826 

*161 Deaths
*35 in Hospital (not ICU)
*10 in ICU
*631 Sick but not in hospital
*7,989 Recoveries
https://t.co/CdLWL7hwQr
#COVID19AB #yeg #yyc https://t.co/v5uQ8TK5bq",0,0,0,0
"68 students, five teachers in Bahati Girls Secondary School, Nakuru County test positive for Covid-19, 115 others in quarantine. https://t.co/VVRUa55zEP",0,0,0,0
絵葉書チェックしててビックリしたやつ(笑) https://t.co/ErfBen5z7R,0,0,0,0
"Thinking Ahead - Wellbeing Programme for patients living with incurable cancer, who may or may not be receiving treatment, as well as their family members. Course has been delivered in #Calderdale &amp; #Huddersfield &amp; #Leeds for last 18 months @GreenwoodPCN @NHSGHCCG @CHFTNHS https://t.co/KKMhUrvyJn",0,0,0,0
"Leisure and culture activities across South Lanarkshire are to be paused for the month of January, following the Covid-19 restrictions announced by First Minister Nicola Sturgeon this week. Full details on the View news pages: https://t.co/rjAteYlxnv https://t.co/go77Zj8Vc3",0,0,0,0
"As of 9am 17 April, 438,991 tests have concluded, with 21,328 tests on 16 April. 

341,551 people have been tested of which 108,692 tested positive. 

As of 5pm on 16 April, of those hospitalised in the UK who tested positive for coronavirus, 14,576 have sadly died. https://t.co/BkOC0O9EUy",0,0,0,0
"October, day 2: Trump has covid, people are terrorizing a woman who suffered a stillbirth, the entire timeline is struggling with mental health issues, someone may have been walking around Barbados with covid for days, AND all the song lyrics I've been singing forever are wrong.",0,0,0,0
KPC MD Dr Macharia Irungu has been awarded the Presidential Order of Service  - Uzalendo Award for his exemplary service in helping steer Kenya through the current Covid-19 pandemic. A big congratulations! @PDUDelivery @MadiniKenya @andrewnkamau @dr_irungu https://t.co/euPg7siy7A,0,0,0,0
"'I was absolutely sickened when I heard him say that because it was obviously a lie.'

Palliative care doctor @doctor_oxford reacts to Boris Johnson saying the govt did 'everything they could' as the UK coronavirus death toll passes 100,000.

She says she can't 'forgive' the PM. https://t.co/WWHdSlcyt0",0,0,0,0
FA Statement An update for 'non-elite' football in England following latest COVID-19 restrictions. Read More on our website at https://t.co/enuSBNNH6x. https://t.co/PUI942GhQl,0,0,0,0
"1.
It NOT Dan Andrew's fault that ONE truck driver took Covid from Chadstone to Kilmore and that that ONE Truck driver didn't tell the contract tracing people that he had also been to Benalla and Shepparton ..

MANY OF THE NEWEST CASES ARE DIRECTLY CONNECTED
TO THIS ONE MAN",0,0,0,0
"""I'll be having a burger tonight. That's usually how I celebrate things!""

16-year-old @LloydCymru spent his summer analysing coronavirus stats in Wales. Now he's celebrating top GCSE results 🍔 🎉 https://t.co/6DCMk20wHp https://t.co/47k8mdMpbE",0,0,0,0
@EnfieldCouncil Weekly bin collections will help people keep homes clean and tidy and cut coronavirus deaths in London. John retired mental hospital worker London Voluntary Worker Barnet and Enfield. https://t.co/7CLyswPyAA,0,0,0,0
Following this morning's heavy snow across #Calderdale we are advising those people who have booked a covid-19 vaccination today to only travel if they feel safe and confident in doing so. https://t.co/F7EZwvzP1e,0,0,0,0
"#circuitbreaker is extended one more month until 1st June, mainly because unliked cases are not going down. We need to be at home almost all the time... Singapore's Prime Minister ""Nobody knows how long the pandemic will last. Most likely it will take more than a year"" #Singapore",0,0,0,0
"We are removing #tariffs and barriers on essential medical supplies imported into the UK to ensure our frontline workers have everything they need to treat people suffering from #coronavirus.
 
More details here: https://t.co/aCpO9P3d8x

@HMRCgovuk @hmtreasury https://t.co/pkZVlkJvbp",0,0,0,0
Data is crucial to a #recruitment business - so what have been the big trends in the labour market since the #COVID19 crisis hit the UK? Find out in our latest research blog: https://t.co/4oUEJi8agv #Coronavirus #recruitmenttrends #recruiters #jobsmarket https://t.co/HfWjgodcJ5,0,0,0,0
"London had the highest mortality rate with 85.7 deaths per 100,000 persons involving COVID-19; statistically significantly higher than any other region https://t.co/LjZTRc613m 
#COVID19 #coronavirus https://t.co/dhkemT5k6Z",0,0,0,0
Covid restrictions on protests in England to be lifted on Monday https://t.co/HlYVEZmuiw,0,0,0,0
"The UK is the worst island in the world. No sun, no heat. Just 3 different strains of Covid and vibes.",0,0,0,0
"My client has lived in the UK nearly 2 decades &amp; has end-stage renal failure. Home Office want to send him to the country he was born, where he’ll get no treatment &amp; will die.

The Home Office are defending their decision by criticising him for “accessing the NHS extensively”.",0,0,0,0
"Today is #Red4Research day. The research effort is being mobilised like never before to ensure we have quick answers, therapies and a vaccines for #COVID19.Thank you to research teams &amp; research participants up and down the UK. https://t.co/7cVV6TIuYY @Research2note https://t.co/AV9ZhLJvrZ",0,0,0,0
The first case of coronavirus in Canada was confirmed one year ago today. https://t.co/AnLqzpZjIp,0,0,0,0
"Secondary schools, colleges &amp; unis need universal mask policies in the UK

Just like so many other proactive countries

#masksforschools #safeseptember #schoolsreopeninguk #WearAMask #WearAMaskSaveALife https://t.co/5NxefbGUN9",0,0,0,0
"We are politely reminding parents and carers, unless exempt, to please  wear face coverings when picking up and dropping off your children, not only in the school grounds but around drop off points too. Many thanks.
@mideduteam @MidEarly #Midlothian #coronavirus https://t.co/pmjv3tQYmW",0,0,0,0
"The Bahamas experienced a 55 percent decline in COVID-19 testing between November 1 and 23 when compared to the same period in October.

The ministry reported the completion of 12,866 tests between October 1 and 23 and 5,784 tests during that same period in November.",0,0,0,0
No you haven’t vaccinated 1 in 10 of the UK population. To vaccinate someone against #COVID19 requires two injections. You know this. Why not tell the truth for a change? Facts matter https://t.co/csgf8KelCm,0,0,0,0
"#LPC pushing more security theatre at airports, not regulating airlines to enforce social distancing on the actual flights. Profits before safety.

Dr. Theresa Tam, Chief Public Health Officer of #Canada, has stated that temperature screening is completely ineffective.

#cdnpoli https://t.co/aOYpTh4Bi7",0,0,0,0
How good is the Prime Minister! South Australians are experiencing mass anxiety and semi-lockdown over covid outbreak and Morrison helps out by getting some beer drinking propaganda out there. He did same to Victoria - guzzling beers the weekend they went into lockdown. Helpful! https://t.co/n7k4dZcN6i,0,0,0,0
"It seems the UK has become incapable of aiming to do anything well. The stakes, because of gov’t failure on covid and the Brexit maelstrom they know is coming, are so high, they feel they have to promise we are going to be the best at everything.",0,0,0,0
The UK now has more daily deaths from Covid than the rest of the entire EU put together.,0,0,0,0
"Sydney scientists are appealing for help as they seek to develop a blood test aimed at predicting which coronavirus patients would need intensive care, and which could safely recover at home. https://t.co/dsMILxfNr4 #7NEWS https://t.co/62Y2TNkQA0",0,0,0,0
"Did the 68 workers who tested positive for COVID-19 at a Toronto construction site constitute an outbreak or not? Developers in charge say Toronto Public Health told them it did not meet the definition of a workplace outbreak. Now, TPH says it was. https://t.co/YFx3VyOT2d",0,0,0,0
"@VinnyMcAv So U.K. has 632 incompetent politicians, a corrupted cabinet in no 10, irrational behaviour by one certain police force in London, right wing news outlets. Some people protesting during a pandemic.  Bunch of complete idiots &amp; that’s putting it politely.",0,0,0,0
"UK govt contracts for PPE worth more than £830m have been awarded to at least 12 different companies, friends of the Conservative Party, and PPE has “never materialised"".
Coronavirus pandemic has enabled some to fill their coffers.
https://t.co/i2gyegLryj",0,0,0,0
"McConaughey discusses cancel culture and the anti-Christian bias in Hollywood with Joe Rogan. 

 https://t.co/E1c9Liathq",0,0,0,0
"@DavidLammy @BorisJohnson Really?

BBC News - Covid across Europe: As UK prepares for new lockdowns, Europe too is struggling https://t.co/9ZiaeSX5Pu",0,0,0,0
Will today's Downing Street presser finnaly be the one where ministers announce significant measures to support the care sector? Time has run out https://t.co/AJ58giTHdP,0,0,0,0
"Be inspired by the bravery of our freedom fighters &amp; may our motherland see more progress in the coming years! Happy Independence Day! Ghana@64 #ToiletMoore

#KeepGhanaClean #StaySafe #MobileUrinals #GhanaIndependenceDay #MobileToilets #Sale #Rental https://t.co/kOThGEp9mR",0,0,0,0
"This is why arts funding is shit in Australia, it's run by shitgibbon white supremacists. #auspol https://t.co/TQ520eGAbd",0,0,0,0
"My latest academic article ""Football is not ‘a matter of life and death’. It is far less important than that. Football and the COVID-19 pandemic in England"", is now published in the journal Soccer and Society: https://t.co/wNWIFxmyNW #football #covid19uk",0,0,0,0
"Today is International Volunteer Day. We celebrate and thank all of the volunteers and volunteer organizations who have made a positive difference in communities across #Ontario.

Learn more about volunteering during #COVID: https://t.co/y6j3AnRIjW

#IVD2020 https://t.co/tpIbLWpk2p",0,0,0,0
Coronavirus updates: England to halt quarantine for dozens of nations https://t.co/vmBc0hK664,0,0,0,0
Still lost but i hot too much pride for a tutorial https://t.co/Q49hfVzd8w,0,0,0,0
"Inequality in the labour market is, in large part, due to cost cutting by businesses and deregulation. Now is an opportunity for the UK labour market to reform. Here is a call for three fundamental changes to enable this.  https://t.co/OmLYKIR0bI",0,0,0,0
"If you missed this morning's @melvynprior Coronavirus Q&amp;A with Lincolnshire's Director of Public Health Professor Derek Ward @LincolnshireCC  and Chief Nurse Liz Ball @NHSLincsCCG you can listen again here 👇

https://t.co/FoxXSQDlPU",0,0,0,0
"Cycle campaigning question! Please help😱Our city (Nottingham) was slow to do or say anything publicly bike-lane wise in response to Covid-19. We watched enviously as other cities got on + put in pop up cycle lanes etc. Now, Nottm has put in what I think is a good, ambitious bid",0,0,0,0
"Singapore GE2020: Incumbent party holds elections like Covid-19 does not exist, says Everybody https://t.co/OwNqQ8sCEn",0,0,0,0
"Our government has reached an incredible milestone: one million doses of the COVID-19 vaccines administered.   

Ontario is committed to administering all doses received, as quickly as possible, to every Ontarian who wants a vaccine. 
Learn more at: https://t.co/owV8A7gt0i https://t.co/Brpsh5JrYw",0,0,0,0
17 year old just said he is scared the corona virus is becoming political in Australia as it will distract us from fighting the virus as a nation .. .. 🤔🤔.. if a 17 can see this .. #melbournelockdown2020,0,0,0,0
jackson wang's duality is insane https://t.co/7dHOGSsApd,0,0,0,0
Victoria recorded 15 new coronavirus infections overnight but no new lives were lost. The 14-day rolling average has increased slightly in metro Melbourne but remains steady in regional Victoria.  https://t.co/vXavr7EXNN,0,0,0,0
".@macmillancancer published the findings which warn #COVID19 has created a backlog of undiagnosed cancer which, at best, could take a further 18 months to tackle in England alone https://t.co/MCOYgTr4dF",0,0,0,0
Browns-Chiefs first half summary: https://t.co/tEQJi4etPP,0,0,0,0
"#DostiGroup

@Bszrih
@_tnr1
@TM_YZ1
@O__HSH
@PS_313 ✅
@Sbr_Nz
@Rbb786
    💐
@Zarka54
@yu__saf
@ja_ed1
@Tnr_6
@Q014_♡
@SHZ92◇
@_GR19
  💐
@zari_sb
@Z1976M
@MW__13
@us_na1
@Ah_yn1
@znc86
@za_059
   💐
@sdbio
@bintai1
@M_ayaz_
@saad21k
@zeem33
@qu_eni
@usk_pk
@twtSMH
@m_shzd",0,0,0,0
Covid: New local lockdown restrictions in England to be unveiled https://t.co/U62euh1YuC,0,0,0,0
You may have seen news reports that Lancashire will be entering into Tier 3 Covid-19 restrictions. We’re awaiting official guidance from the government today. We will then confirm details on how this will impact University operations and what this means for our community,0,0,0,0
"Do you want a made in Canada rapid test to see if you have antibodies to a coronavirus?

Well you can't have one. 

Why? Because the WHO says that you can't and Health Canada does what the WHO says.

#cdnpoli #COVID19 https://t.co/ydFBCGX8iX",0,0,0,0
"Dad's House speaking to @SerinaSandhu1 highlighting #foodpoverty #foodbanks &amp; independent Foodbanks @IFAN_UK 
So many families are absolutely struggling to keep going in @RBKC #Hammersmith #Fulham #London #UK 
https://t.co/1ev5fY7Kdh",0,0,0,0
🥺,0,0,0,0
"It's becoming starkly apparent that the Unionist parties of Labour and Conservatives, tied to their Westminster parents, can’t deliver what the people of Wales are starting to want.
#IndyWales #indyref 

https://t.co/AKy0Qzq998",0,0,0,0
"Kenya's very enterprising jua kali has come to the rescue, producing a ""wash and wear"" reusable mask at 100/=. https://t.co/LEmhkODfRQ",0,0,0,0
"A new briefing paper prepared by Oxfam, calls for wealthy nations – including Australia – to make available the resources needed by developing nations to stop the pandemic, avert humanitarian disaster &amp; prevent economic collapse.

More info:
https://t.co/AD6wdM8CuI
#AustralianAid",0,0,0,0
"@jeramyxjeno 🦋 。หวง
🎀 。น่ารักมาก
🌷 。อยากรู้จัก
🤍 。รักนะคะ
☝🏻 。ท้าต่อ",0,0,0,0
We wanted to join others by tapping our hockey sticks to say thanks to health care workers who are on the front lines all over Canada! @ChevroletCanada @HkyNightPunjabi @MuhammadLila @PunjabiHKYGirl #coronavirus #COVID19 https://t.co/ExCRvmoLld,0,0,0,0
@ladykate_kate @rachelbaxendale @alexwhitelive @paul_dowsley Hopefully the 3 of them are in self isolation awaiting covid tests after the scenes at st kilda last night.,0,0,0,0
"but back in 2017, you all dropped munroe bergdorf from a campaign because she spoke out about racism? you all treated her with utter cruelty &amp; opened her up to racist, transphobic backlash from the media. you lot are going to hell https://t.co/HIsD2ekAdN https://t.co/GT9H3EbDXa",0,0,0,0
"While Ontario's long-term care homes were hit hard by COVID-19, many were outbreak free. 

How did they do it? Turns out they implemented restrictions, hired staff, and purchased PPE -- well before the province took action. 

Story by @shtweet 

https://t.co/OIqLwHoZLn

#onpoli",0,0,0,0
"Most statisticians have long recognised that “excess deaths”, not daily death figures, is the key metric and the UK has suffered 65,700 - one of the world’s highest rates. Row over PHE numbers is a sideshow. https://t.co/nGxmLpMffp",0,0,0,0
The Great and Mighty Warlock seductively produces Greater Resistance (using a 1st level spell slot) just straight-up murdering an authority figure!,0,0,0,0
"@ItsHoseahMunene @BenjiNdolo That Ruto has he contibuted anything for Corona ,in Kenya we worship hypocrisy",0,0,0,0
"@atlastours12 @MayorofLondon @SadiqKhan Every social democratic country in the EU is outperforming the UK economically, and all have lower Covid death rates. Reality doesn’t agree with your imagination, sorry buddy.",0,0,0,0
"Ghana's COVID-19 UPDATE

Visit https://t.co/fIBe1RWjtG for the details https://t.co/WiB7KVxmDN",0,0,0,0
FUCK YEAH REPORTS THAT A GUARD IN THE MANTRA HOTEL IN MELBOURNE WHERE 65 REFUGEES ARE LOCKED UP HAS TESTED POSITIVE FOR COVID-19 I SPOKE TO @AzimiMoz AND HE AND THE OTHERS ARE TERRIFIED AND NEED TO BE MOVED INTO COMMUNITY IMMEDIATELY WHERE THEY CAN QUARANTINE SAFELY LET THEM OUT https://t.co/KeCuOIkKDG,0,0,0,0
"Federal Health Minister @GregHuntMP says Victoria can follow the NSW model and ease coronavirus restrictions, given the current case numbers.

""Now is the moment where we can safely take steps,"" he said. https://t.co/pz9M4IQa1d",0,0,0,0
"Today marks FOUR weeks since Murdoch's Australian published a prediction of THOUSANDS of NEW Covid cases in Victoria during August falsely claiming it was secret Victorian Government modelling.

The article is still on line &amp; The Australian has NOT issued a retraction.

#Auspol https://t.co/ItoT00duDX",0,0,0,0
"மக்கள் முடிவெடுத்த பிறகும், முதல்வர் பதவிக்கு முண்டியடிக்கும் முட்டாள்கள் !!

#ADMKfails #EPSfails #TamilNaduElection2021 #VoteForDMK @arivalayam @mkstalin https://t.co/zDnaZkHXcZ",0,0,0,0
"Revealed: SNP ministers rejected a £190m UK government bailout for universities because it would gift Westminster too much control over Scottish education.

https://t.co/e3SvlcjFBL",0,0,0,0
"Yesterday, Hinshaw was telling healthcare workers to register for the 1000s of available appts. Wednesday, Kenney was bragging about Alberta running out of vaccines and having to cancel appointments. Today, they're saying we don't have enough doses. So, which is it?#covid #ableg",0,0,0,0
"⭐️🏫🦠THURSDAY, OCTOBER 1st - COVID-19 in Ontario Schools🦠🏫⭐️105.Wow.Confirmed Cases: 4️⃣4️⃣7️⃣ (+105)Schools c̅ Multiple Cases: 5️⃣5️⃣ (+9) https://t.co/NaJiSYICpt",0,0,0,0
"During this #pandemic the importance of #handwashing
needs to be reiterated multiply. 
We are taking today to appreciate our partner @UDPKenya for their sessions on teaching women how to make and use soap and sanitizers all over Kenya!
#GlobalHandwashingDay2020 #Inclusionforall https://t.co/4wlWDBUOcE",0,0,0,0
I have signed the petition calling for a PUBLIC INQUIRY into the UK's response to the coronavirus outbreak. Sign here:- https://t.co/pvOqzbNw1Q via @march_change @BylineTimes,0,0,0,0
"#BREAKING: Ontario adds 165 new COVID-19 cases, active cases back on decline
https://t.co/K36ffEgcQe",0,0,0,0
"BOTH Brazilian Covid variants are 'likely' already in the UK, expert warns https://t.co/CPTwnwsA6p",0,0,0,0
"Are you #gambling more than you can afford during #coronavirus #lockdown? Take a break and talk to the team. For anyone seeking #gamblingsupport or info in Leeds, please visit our website. https://t.co/OQjA8DiqHa https://t.co/yTHA61DWgm",0,0,0,0
"""A 90-year-old UK woman becomes the first in the world to receive a COVID-19 vaccine outside of trial""  https://t.co/bGJNLxR7jC",0,0,0,0
"This seems to be the fewest number of COVID-19 cases Alberta has recorded in a single day since Oct. 23, when there were 364 new cases from more than 16,000 tests.

#COVID19AB https://t.co/twNWlCBoIz",0,0,0,0
"Canada must improve COVID-19 data collection for Indigenous communities, minister says https://t.co/BRIMNrsZSO",0,0,0,0
!!!! https://t.co/CMXquu6ZOL,0,0,0,0
"The urgent closure of more than 50 road, dirt and river crossings along the NSW and Victorian border is likely to last weeks rather than days as authorities work to stem the growing Victorian outbreak of COVID-19  | @LisaVisentin @LucyCormack
https://t.co/j2FLeMJA1t",0,0,0,0
A man today tell me be naming he child “covid” . Barbados so special,0,0,0,0
"I'm so sorry to have misled everyone on this. It seems, according to @VanderLeyen this evening that the ""behaving like a dictatorship"" EU hasn't exported 10 million doses to the UK after all

The figure is TWENTY ONE MILLION !! 

(the 0 the other way remains the same though) https://t.co/aMeMOSIVlk",0,0,0,0
"BREAKING: A further 25,177 people have tested positive for #COVID19 in the UK and another 492 have died after contracting the virus, according to the latest government data.

Read more: https://t.co/OpjpKJIaXk https://t.co/gErdz6btR2",0,0,0,0
@fmwales has not spoken to Boris Johnson in almost 3 weeks. How can the four nations that comprise the UK coordinate their efforts if the Prime Minister can't be arsed? #Covid19UK #UKlockdown #Parliament,0,0,0,0
"QUT Centre for Justice have released their draft report for comment on The impact of COVID-19 Pandemic on Domestic and Family Violence Services, Australia. 

Findings confirm the concerns raised early in the pandemic. Read @CrimeJusticeQUT's report now ⬇️

https://t.co/t47Xz6egmb https://t.co/owfvgo3Rdb",0,0,0,0
"@Cornwall4EU Or, you manage to get the test and are then informed, point-blank, that you will not receive your results. Re another key worker, in Cornwall. How is this even legal?
https://t.co/vOSaVawQ7c",0,0,0,0
"If you're loudly advocating for schools to reopen, but you're not loudly advocating for changes to Ontario's COVID strategies designed to improve school safety, reduce community transmission, and improve testing, you're doing it wrong.",0,0,0,0
#Boris Johnson’s government is preparing to hand greater responsibilities to find and communicate with people who may have #coronavirus to councils in #England.,0,0,0,0
Sydney train station worker spat on by teenager who yelled ‘I have COVID’ https://t.co/FmI3WwJlUJ #news #rail #trains https://t.co/ERUdd5tqy0,0,0,0,0
"Breaking: Deloitte has landed a massive COVID contract to test every person in Britain every week. 

After countless failures, what could possibly go wrong?

Insiders say the project is already way off course.

Latest @openDemocracy exclusive https://t.co/mALKVbOviL",0,0,0,0
@armysgainmoots @dreamyelyy Ifb,0,0,0,0
"@16MillionRising This isn't factually true. The UK did have a plan and followed it. Read the Reuters article from early this week.

https://t.co/Paw43YfPcw",0,0,0,0
"Stay connected with Barbados Today! Anytime, Anywhere!

Sign up for our email list to receive free daily updates. 

Link available below:
https://t.co/dBjbZgrrwJ

#BTNewsYouCanTrust #LeadingOnlineMedium
#StaySafe #BTNews #BTEpaper #Barbados #StayConnected https://t.co/zx5KYhfiVL",0,0,0,0
"@jimbeglin Jim,we've got a lot of talents here in #GHANA and #AFRICA as a whole but lack the facilities that will propel our talents and help us to at least be like you guys in #EUROPE",0,0,0,0
"Exclusive: Channel 4 News has seen the inventory of the UK government pandemic PPE stockpile - and can reveal almost 80% of respirators were out of date when coronavirus hit.

Watch the full investigation at 7pm tonight, on Channel 4 News. https://t.co/GHbT9Ad3gw",0,0,0,0
The UK is preparing to collect the blood from COVID-19 survivors to investigate if convalescent plasma transfusions could improve an infected patient’s speed of recovery and chances of survival https://t.co/UB0qBgWvNW https://t.co/WeuNDNqVX8,0,0,0,0
"@subastral You didn't know that? Stop being so precious. Australia has had 800 deaths from Covid, 60million people die a year globally.

And before you start by saying I have no compassion, my grandmother was one of those 800 deaths and I'm not getting upset about footy player comparisons",0,0,0,0
"@JuliusGrey “prominent Montreal lawyer... argues by depriving parents of this choice, Quebec’s plan violates their Charter right to make decisions related to the health and safety of their children” re. #QCEd #remotelearning #BCEd #COVID19 #schoolopenings https://t.co/waWZmSFyiY",0,0,0,0
˚ 。. ⋆   ᅠᅠ 𓂃𝘵𝘩𝘳𝘦𝘢𝘥 𝘥𝘦 𝘧𝘳𝘢𝘴𝘦𝘴 𝘥𝘦 𝘤𝘢𝘯𝘤𝘪𝘰𝘯𝘦𝘴 𝘥𝘦 𝘣𝘢𝘯𝘨𝘵𝘢𝘯 𝘲𝘶𝘦 𝘵𝘦 𝘩𝘢𝘳á𝘯 𝘴𝘦𝘯𝘵𝘪𝘳 𝘩𝘦𝘳𝘮𝘰𝘴𝘢 𝘺 𝘢𝘮𝘢𝘥𝘢  ˚ 。. ⋆ https://t.co/VF3QzcvqxI,0,0,0,0
"The UK chose ""the economy"" over keeping people alive and failed at both https://t.co/jbMw0dd0cp",0,0,0,0
"@MeidasTouch She's not drunk, she's testifying under oath. You'll be ok.",0,0,0,0
"@DCTFTW Can you eat ""dog"" if it has COVID19???  Asking for a certain Ottawa Liberal.",0,0,0,0
Restarting tourism safely https://t.co/wvxuDFDg8v via @GovOpps @FergusEwingMSP #Scotland #ScottishGovernment #Toursim #Coronavirus,0,0,0,0
Nice knowing you rest of Australia https://t.co/7siMXzQYhq,0,0,0,0
Some residents in the Sydney electorate of Hughes say they are fed up with their local member and Liberal backbencher Craig Kelly relentlessly promoting coronavirus misinformation. https://t.co/nUStmiqF4W,0,0,0,0
"COVID-19: UK records another 610 coronavirus-related deaths and 30,004 cases - Sky News ⁦@StyledByToks⁩  https://t.co/hd6pi1abW0",0,0,0,0
"Morrison enacted travel bans after Trump, and hotel quarantine after Ardern.

The lockdowns, testing, and contact tracing were run by States.

Morrison's great achievement for Covid was, unlike the bushfires, just turning up.

He is not the hero of Australia's Covid response.",0,0,0,0
@Odair29906452 Adoro o @CARPINEJAR! 👏👏🤗🤗Acho a escrita dele tão sensível!,0,0,0,0
"668 new coronavirus cases in Scotland (10.8% of those newly tested).

Three deaths have been registered.",0,0,0,0
"@GMB #GMB 
#captain @piersmorgan #piersmorgan 
#goddess @susannareid100 #susannareid 
Should we #WearAMask when out full stop?
#eastleigh #COVID19 #2ndLockdown 
#Dr #phils mini flask craze
Buy 2/3 hot n cold mini flask(online)
1 for #coffee 
1 for hot vitaminC lemon juice
1 cold https://t.co/CXzXGX1OBh",0,0,0,0
"Right now, in Ontario, every hour, at least one person dies of Covid19 in a long-term care home. https://t.co/1Q5MUYoNum",0,0,0,0
"SO JUST A QUICK RECAP OF CONSERVATIVES MISINFORMATION FROM LAST WEEK (February 15-19, 2021)

1)MP Michelle Rempel Garner claimed that Canada had no mRNA vaccines when we have 2 of them, both of which are over 90% effective.",0,0,0,0
"UK families were at breaking point before Coronavirus hit. Now they need you more than ever before. Help us support our vulnerable families to cover the cost of essentials such as food, nappies, cleaning products and bills.   https://t.co/3J3gN4s1Mb",0,0,0,0
"Enjoying listening to Greenwich Drive with Jason Jandu on @maritimeLDN 
Already missing being in the studio and discussing the week’s news with you Jason
Stay safe and I’ll see you soon #lockdown",0,0,0,0
"To your left the PM praises might of UK union during pandemic and to your right pandemic planning an astonishing failure...!? 🤷🏼‍♀️ 
#COVID19 https://t.co/XeIFujsvu1",0,0,0,0
@angieblue1016 ME MATAS LITERALMENTE,0,0,0,0
Police gearing up for anti-lockdown protest in London this evening. #Lockdown2 #lockdown #TrafalgarSquare @StandUpX2 https://t.co/qXctWBVtRQ,0,0,0,0
"I have to say, Nicola Sturgeon and the Scottish Government have got so many things right over the last few months with their handling of the coronavirus pandemic in Scotland. However, they’ve really dropped a bollock over the exam results. That’s poor to mark them down like that.",0,0,0,0
"Enterprise Ireland-supported companies have emerged with highly innovative responses to the Covid-19 crisis. 

Check out their creative solutions here:
https://t.co/QtWvJ4uKQD @Entirl #Covid19 #Innovation",0,0,0,0
"Today’s #COVID19 in 🇨🇦 info and updates:
➡️#GOC website on #coronavirus disease: 
https://t.co/7asblfetiC 
➡️Canada COVID-19 Situational Awareness Dashboard:
https://t.co/v56Ll84Cpf https://t.co/G8aTitKtfr",0,0,0,0
"Freightliner has been moving essential goods, supplies and services to keep the UK running during the #COVID19 pandemic.

Read more at:
https://t.co/mRZenYsTTI

#StaySafe #bulkhaulage #intermodal #keepbritainworking https://t.co/6zyfdxtTE5",0,0,0,0
@heidimur  @TomElliott3AW @dimo1629  41 people recovered from Covid19 in Victoria the last 24 hours. Yesterdays' recoveries were 84.   Great news to see more and more people recovering despite the large increases in cases. 279 people recovered in the last 7 days.  #BePositive,0,0,0,0
"Ontario's hospitals face increasing strain due to the COVID-19 pandemic even as the province sees tentative improvements in case counts.

https://t.co/DJunRAVbg5",0,0,0,0
"Murdoch’s LNP Protection Racket at work again in the  #CourierFail. Still attacking @AnnastaciaMP despite Qld having so far done well with Covid-19. And pocketing from Palmer’s full page anti-Labor adds on pages 2-3, as they did in the federal election. #MurdochRoyalCommission https://t.co/cF587uLTyx",0,0,0,0
"#FactsMatter Fact ""We have 760 #Covid19 deaths across Canada. 1/2 of these deaths, elderly Cdns in long term care homes. Opinion: The word ""care"" is in some cases, misplaced &amp; for sound reasons under police investigation.  https://t.co/PByvC17fkc @GlobalNews",0,0,0,0
